actual,proposed
0.30000463128089905,1.0
0.3015044629573822,0.0
0.30300432443618774,0.24758681654930115
0.3045041859149933,0.2488107979297638
0.30600404739379883,0.2500382959842682
0.30750390887260437,1.0
0.3090038001537323,0.0
0.15238399803638458,0.24850548803806305
0.15276455879211426,0.24729226529598236
0.15529286861419678,0.24613255262374878
0.15776026248931885,1.0
0.1601690798997879,0.0
0.15519747138023376,0.24028146266937256
0.1531791090965271,0.23909980058670044
0.1467219442129135,0.23788227140903473
0.13588865101337433,1.0
0.12945690751075745,0.0
0.11864502727985382,0.23179897665977478
0.10351292043924332,0.23035302758216858
0.0841178223490715,0.22879362106323242
0.06923216581344604,1.0
0.05006934329867363,0.0
0.026684356853365898,0.2217153161764145
0.003488851711153984,0.21968133747577667
0.0,0.21755348145961761
0.0,1.0
0.0,0.0
0.0,0.2083072066307068
0.0,0.20549899339675903
0.0,0.20256981253623962
0.0,1.0
0.0,0.0
0.0,0.19137419760227203
0.0,0.1879296600818634
0.0,1.0
0.0,0.17212949693202972
0.0,0.16827046871185303
0.0,0.16432903707027435
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.14233575761318207
0.0,1.0
0.0,0.0
0.0,0.12948539853096008
0.0,0.12544836103916168
0.0,0.12142789363861084
0.0,1.0
0.0,0.0
0.0,0.10957524180412292
0.0,0.1059531718492508
0.0,0.10250338166952133
0.0,1.0
0.0,0.0
0.0,0.09263958781957626
0.0,0.08961333334445953
0.0,0.08671835064888
0.0,1.0
0.0,0.0
0.0,0.07875961810350418
0.0,0.07633921504020691
0.0,0.07410217821598053
0.0,1.0
0.0,0.0
0.0,0.16144344210624695
0.00997406430542469,0.16048964858055115
0.022319070994853973,0.15967202186584473
0.043141577392816544,1.0
0.05925390496850014,0.0
0.075090691447258,0.15706679224967957
0.09938178211450577,0.1567765474319458
0.11894083023071289,0.15668228268623352
0.1294858455657959,1.0
0.15294551849365234,0.0
0.1629919409751892,0.15625053644180298
0.17725719511508942,0.1566024124622345
0.19132819771766663,0.15706005692481995
0.20085477828979492,1.0
0.20590564608573914,0.0
0.2109055519104004,0.1579660028219223
0.22021591663360596,0.15862226486206055
0.2207016497850418,0.1593410074710846
0.22556547820568085,1.0
0.2260282337665558,0.0
0.22215233743190765,0.1605871468782425
0.21835651993751526,0.16125689446926117
0.20591920614242554,0.161886528134346
0.20239366590976715,1.0
0.1858556866645813,0.0
0.17391927540302277,0.1623309999704361
0.1577950268983841,0.16259101033210754
0.13753558695316315,0.16272315382957458
0.11754992604255676,1.0
0.09782540798187256,0.0
0.07399089634418488,0.16132190823554993
0.04609508067369461,0.16083678603172302
0.018543172627687454,0.16014666855335236
3.7017241993453354e-05,1.0
0.0,0.0
0.0,0.15608614683151245
0.0,0.1545027643442154
0.0,0.15265288949012756
0.0,1.0
0.0,0.0
0.0,0.1452641487121582
0.0,0.14261838793754578
0.0,0.1397683173418045
0.0,1.0
0.0,0.0
0.0,0.12973085045814514
0.0,0.1261535882949829
0.0,0.1224358007311821
0.0,1.0
0.0,0.0
0.0,0.11037322878837585
0.0,0.10624255239963531
0.0,0.10217045247554779
0.0,1.0
0.0,0.0
0.0,0.09030899405479431
0.0,0.08643392473459244
0.0,0.08265044540166855
0.0,1.0
0.0,0.0
0.0,0.0717281624674797
0.0,0.06812716275453568
0.0,0.06466371566057205
0.0,1.0
0.0,0.0
0.0,0.15123555064201355
0.0,0.14908218383789062
0.0,0.14707449078559875
0.0,1.0
0.0,0.0
0.0,0.1412619650363922
0.0,0.13981883227825165
0.0,0.13853205740451813
0.0,1.0
0.0,0.0
0.0,0.13502134382724762
0.0,0.13424767553806305
0.0,0.1335330307483673
0.0,1.0
0.0,0.0
0.004526791628450155,0.13153503835201263
0.014730039983987808,0.13118508458137512
0.024763567373156548,0.13091282546520233
0.030275912955403328,1.0
0.031334370374679565,0.0
0.036721475422382355,0.13004052639007568
0.037659935653209686,0.12994322180747986
0.03857304900884628,0.12985102832317352
0.04817967116832733,1.0
0.05328323692083359,0.0
0.06266822665929794,0.12943634390830994
0.05884190648794174,0.12953820824623108
0.050709523260593414,0.1295999139547348
